pool_address,base_token_symbol,quote_token_symbol,base_token,quote_token
0x181d93ea28023bf40c8bb94796c55138719803b4,WOO,USDT,0x4691937a7508860f876c9c0a2a617e7d9e945d4b,0xdac17f958d2ee523a2206206994597c13d831ec7
0x8876819535b48b551c9e97ebc07332c7482b4b2d,DODO,USDT,0x43dfc4159d86f3a37a5a4b3d4580b888ad7d4ddd,0xdac17f958d2ee523a2206206994597c13d831ec7
