POOL_ADDRESS,TOKEN_ADDRESS,TOKEN_INDEX,TOKEN_SYMBOL,TOKEN_DECIMALS,TOKEN_NAME,POOL_NAME,POOL_ID,_INSERTED_TIMESTAMP
0xa1f8a6807c402e4a15ef4eba36528a3fed24e577,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-frxETH ,0xa1f8a6807c402e4a15ef4eba36528a3fed24e5770xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-10-14T20:23:21Z
0x5544a07ebf84cf352e1e46088d4ec39af14e0ba0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2,WETH,18,Wrapped Ether,Curve.fi Pool: USDT-WBTC-WETH ,0x5544a07ebf84cf352e1e46088d4ec39af14e0ba00xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-08-28T21:01:42Z
0x65a8b215f34df5c30c64523d638ea698065ffa15,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2,WETH,18,Wrapped Ether,Curve.fi Pool: USDC-WBTC-WETH ,0x65a8b215f34df5c30c64523d638ea698065ffa150xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-08-28T19:54:01Z
0x03470b57b05089ee40c651dac9e0387f1f3cb46f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,WETH,18,Wrapped Ether,Curve.fi Pool: FXS-WETH ,0x03470b57b05089ee40c651dac9e0387f1f3cb46f0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x6e314039f4c56000f4ebb3a7854a84cc6225fb92,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-BTRFLY ,0x6e314039f4c56000f4ebb3a7854a84cc6225fb920xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0xd8c49617e6a2c7584ddbeab652368ee84954bf5c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-DUCK ,0xd8c49617e6a2c7584ddbeab652368ee84954bf5c0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0xe0e970a99bc4f53804d8145bebbc7ebc9422ba7f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-TOKE ,0xe0e970a99bc4f53804d8145bebbc7ebc9422ba7f0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0xd434eaf67bba1903f61cdd3ede6700cac74a5ff2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-WPSL ,0xd434eaf67bba1903f61cdd3ede6700cac74a5ff20xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0xfe4a08f22fe65759ba91db2e2cada09b4415b0d7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-LFT ,0xfe4a08f22fe65759ba91db2e2cada09b4415b0d70xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x1dff955cddd55fba58db3cd658f9e3e3c31851eb,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-rETH ,0x1dff955cddd55fba58db3cd658f9e3e3c31851eb0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x21410232b484136404911780bc32756d5d1a9fa9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-KP3R ,0x21410232b484136404911780bc32756d5d1a9fa90xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x4e6706889d519ba6e6ced330d76582f875df3c9c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,WETH,18,Wrapped Ether,Curve.fi Pool: SMKL-WETH ,0x4e6706889d519ba6e6ced330d76582f875df3c9c0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-10-17T04:26:12Z
0x80466c64868e1ab14a1ddf27a676c3fcbe638fe5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2,WETH,18,Wrapped Ether,Curve.fi Pool: USDT-WBTC-WETH ,0x80466c64868e1ab14a1ddf27a676c3fcbe638fe50xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-08-28T21:26:07Z
0x9c6751593a1424108f53e5ad6754940fedaa5bc0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-COMP ,0x9c6751593a1424108f53e5ad6754940fedaa5bc00xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0xec1f6df37b16432e520942affe28149badc5bc5e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-RAREPEPE ,0xec1f6df37b16432e520942affe28149badc5bc5e0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x5d898fd41875b14c1781fb497aecab8e9b24dfc9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-CXD ,0x5d898fd41875b14c1781fb497aecab8e9b24dfc90xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x6ec176b5449dd7c1a87ca8d97acecc531c0ca0d8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-FXS ,0x6ec176b5449dd7c1a87ca8d97acecc531c0ca0d80xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x86cf48e9735f84d3311141e8941b2494fb4b8142,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-JZC ,0x86cf48e9735f84d3311141e8941b2494fb4b81420xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x941eb6f616114e4ecaa85377945ea306002612fe,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-FXS ,0x941eb6f616114e4ecaa85377945ea306002612fe0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0xb2e113a6b8edea086a44b1509013c4fc69ec4bf0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-VIRTUE ,0xb2e113a6b8edea086a44b1509013c4fc69ec4bf00xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0xb9705e46f5d96ed037015e9673e7c3df99019b14,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2,WETH,18,Wrapped Ether,Curve.fi Pool: USDT-WBTC-WETH ,0xb9705e46f5d96ed037015e9673e7c3df99019b140xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-08-28T22:00:59Z
0xc26b89a667578ec7b3f11b2f98d6fd15c07c54ba,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-YFI ,0xc26b89a667578ec7b3f11b2f98d6fd15c07c54ba0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0xc78d84ee5d970227f988a2e2dc0a4a945163bcb9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-APW ,0xc78d84ee5d970227f988a2e2dc0a4a945163bcb90xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0xd0a1d2a9350824516ae8729b8311557ba7e55bff,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-VIRTUE ,0xd0a1d2a9350824516ae8729b8311557ba7e55bff0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0xe661672521c77ca87dbb2eac816d2ccf86197281,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,WETH,18,Wrapped Ether,Curve.fi Pool: ARTH-WETH ,0xe661672521c77ca87dbb2eac816d2ccf861972810xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-10-12T16:27:10Z
0x6e77889ff348a16547caba3ce011cb120ed73bfc,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,WETH,18,Wrapped Ether,Curve.fi Pool: frETH-WETH ,0x6e77889ff348a16547caba3ce011cb120ed73bfc0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x782115c863a05abf8795df377d89aad1aadf4dfa,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-CNC ,0x782115c863a05abf8795df377d89aad1aadf4dfa0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x32fb6b5901fcb16d522a84713750e716ff3f4906,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-stETH ,0x32fb6b5901fcb16d522a84713750e716ff3f49060xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-08-28T18:57:39Z
0xfb9a265b5a1f52d97838ec7274a0b1442efacc87,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-fETH ,0xfb9a265b5a1f52d97838ec7274a0b1442efacc870xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x7e050cf658777cc1da4a4508e79d71859044b60e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-JPEG ,0x7e050cf658777cc1da4a4508e79d71859044b60e0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x331af2e331bd619defaa5dac6c038f53fcf9f785,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2,WETH,18,Wrapped Ether,Curve.fi Pool: USDT-WBTC-WETH ,0x331af2e331bd619defaa5dac6c038f53fcf9f7850xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-08-28T19:27:23Z
0xf2f12b364f614925ab8e2c8bfc606edb9282ba09,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-CTR ,0xf2f12b364f614925ab8e2c8bfc606edb9282ba090xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-10-25T11:42:13Z
0xfce1b5447a3db7e18352e8ae4bcd780029012383,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-RAREPEPE ,0xfce1b5447a3db7e18352e8ae4bcd7800290123830xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0xdc24316b9ae028f1497c275eb9192a3ea0f67022,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-stETH ,0xdc24316b9ae028f1497c275eb9192a3ea0f670220xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2040-01-01T00:00:00Z
0xa96a65c051bf88b4095ee1f2451c2a9d43f53ae2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-aETH ,0xa96a65c051bf88b4095ee1f2451c2a9d43f53ae20xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2040-01-01T00:00:00Z
0x06d39e95977349431e3d800d49c63b4d472e10fb,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,WETH,18,Wrapped Ether,Curve.fi Pool: tWETH-WETH ,0x06d39e95977349431e3d800d49c63b4d472e10fb0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x1667954f14f5b22c703116d8d806f988b1e09018,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-FXS ,0x1667954f14f5b22c703116d8d806f988b1e090180xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x19a0ca9a0dc2a5034f47dcc164169cffd7ed2410,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,WETH,18,Wrapped Ether,Curve.fi Pool: ARTH-WETH ,0x19a0ca9a0dc2a5034f47dcc164169cffd7ed24100xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-10-13T08:27:18Z
0x1a8e46721f754660dc8b2ef623e7408856a63cac,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-LINK ,0x1a8e46721f754660dc8b2ef623e7408856a63cac0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-12-06T02:30:56Z
0x316d2606ce036ec0e69a11432a870a4ec66ade96,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-APW ,0x316d2606ce036ec0e69a11432a870a4ec66ade960xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x7f787210c83012fca364ae79ad8fc26641c6fbe5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-TRU ,0x7f787210c83012fca364ae79ad8fc26641c6fbe50xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x838af967537350d2c44abb8c010e49e32673ab94,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-CNC ,0x838af967537350d2c44abb8c010e49e32673ab940xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x5114f86027d4c9a509cba072b8135a171402c6d5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-UNBNK ,0x5114f86027d4c9a509cba072b8135a171402c6d50xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x5a784386dbe8e9188b7262e85dcaf912bcdda441,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-MATIC ,0x5a784386dbe8e9188b7262e85dcaf912bcdda4410xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-12-06T02:30:56Z
0x8b0afa4b63a3581b731da9d79774a3eae63b5abd,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,WETH,18,Wrapped Ether,Curve.fi Pool: DYDX-WETH ,0x8b0afa4b63a3581b731da9d79774a3eae63b5abd0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x450a0975dbf787df053d20fa3b57e5b362960102,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-LINK ,0x450a0975dbf787df053d20fa3b57e5b3629601020xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-12-06T02:30:56Z
0xf43b15ab692fde1f9c24a9fce700adcc809d5391,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-BTRFLY ,0xf43b15ab692fde1f9c24a9fce700adcc809d53910xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0xbf9702efefe1303a61b7c944b5741b773dd930a7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-AAVE ,0xbf9702efefe1303a61b7c944b5741b773dd930a70xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x5fae7e604fc3e24fd43a72867cebac94c65b404a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-cbETH ,0x5fae7e604fc3e24fd43a72867cebac94c65b404a0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0xcf95ac3daecdbf60152a16bda8d8f8db7d175b88,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH- ,0xcf95ac3daecdbf60152a16bda8d8f8db7d175b880xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x5a0d404d2042b92eb7948ac5943128e1088fd24b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2,WETH,18,Wrapped Ether,Curve.fi Pool: USDC-WBTC-WETH ,0x5a0d404d2042b92eb7948ac5943128e1088fd24b0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-08-28T21:26:23Z
0xa498b08ca3c109e4ebc7ff01422b6769eaef16ef,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-ALCX ,0xa498b08ca3c109e4ebc7ff01422b6769eaef16ef0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x96fb2ab514ca569a1486c50339533ca4637b338b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1,WETH,18,Wrapped Ether,Curve.fi Pool: RAI-WETH ,0x96fb2ab514ca569a1486c50339533ca4637b338b0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x98638facf9a3865cd033f36548713183f6996122,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-SPELL ,0x98638facf9a3865cd033f36548713183f69961220xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-08-29T00:33:15Z
0xbd917239ec067a6af82aabb6b45dad3d09f4efd8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,WETH,18,Wrapped Ether,Curve.fi Pool: WETH-USDC ,0xbd917239ec067a6af82aabb6b45dad3d09f4efd80xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-09-27T16:44:04Z
0x50b0d9171160d6eb8aa39e090da51e7e078e81c4,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,1,SNX,18,Synthetix Network Token,Curve.fi Pool: SNX ,0x50b0d9171160d6eb8aa39e090da51e7e078e81c40xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,2022-09-27T16:44:04Z
0x9c6751593a1424108f53e5ad6754940fedaa5bc0,0xc00e94cb662c3520282e6f5717214004a7f26888,1,COMP,18,Compound,Curve.fi Pool: WETH-COMP ,0x9c6751593a1424108f53e5ad6754940fedaa5bc00xc00e94cb662c3520282e6f5717214004a7f26888,2022-09-27T16:44:04Z
0x8b3138df9aa1f60648c65c67d6ff646be305788b,0xbfef1f07018b3a87fc1e12877038f9616512d587,0,,,,Curve.fi Pool: 3Crv ,0x8b3138df9aa1f60648c65c67d6ff646be305788b0xbfef1f07018b3a87fc1e12877038f9616512d587,2022-09-27T16:44:04Z
0x92da88e2e6f96cc7c667cd1367bd090adf3c6053,0xbfef1f07018b3a87fc1e12877038f9616512d587,0,,,,Curve.fi Pool: 3Crv ,0x92da88e2e6f96cc7c667cd1367bd090adf3c60530xbfef1f07018b3a87fc1e12877038f9616512d587,2022-09-27T16:44:04Z
0xc5481720517e1b170cf1d19ceaabe07c37896eb2,0xbfef1f07018b3a87fc1e12877038f9616512d587,0,,,,Curve.fi Pool: 3Crv ,0xc5481720517e1b170cf1d19ceaabe07c37896eb20xbfef1f07018b3a87fc1e12877038f9616512d587,2022-09-27T16:44:04Z
0x87872be0c56ef97156f2617b3083d22423fc62e9,0xbfef1f07018b3a87fc1e12877038f9616512d587,0,,,,Curve.fi Pool: 3Crv ,0x87872be0c56ef97156f2617b3083d22423fc62e90xbfef1f07018b3a87fc1e12877038f9616512d587,2022-09-27T16:44:04Z
0x85f102be3a76165be9668be0bf36e906a488fd33,0xbfef1f07018b3a87fc1e12877038f9616512d587,0,,,,Curve.fi Pool: 3Crv ,0x85f102be3a76165be9668be0bf36e906a488fd330xbfef1f07018b3a87fc1e12877038f9616512d587,2022-09-27T16:44:04Z
0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,0,BEAN,6,Bean,Curve.fi Pool: BEAN-3Crv ,0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee490xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,2022-09-27T16:44:04Z
0x6e8d2b6fb24117c675c2fabc524f28cc5d81f18a,0xbe9895146f7af43049ca1c1ae358b0541ea49704,1,cbETH,18,Coinbase Wrapped Staked ETH,Curve.fi Pool: WETH-cbETH ,0x6e8d2b6fb24117c675c2fabc524f28cc5d81f18a0xbe9895146f7af43049ca1c1ae358b0541ea49704,2022-09-27T16:44:04Z
0x5fae7e604fc3e24fd43a72867cebac94c65b404a,0xbe9895146f7af43049ca1c1ae358b0541ea49704,1,cbETH,18,Coinbase Wrapped Staked ETH,Curve.fi Pool: WETH-cbETH ,0x5fae7e604fc3e24fd43a72867cebac94c65b404a0xbe9895146f7af43049ca1c1ae358b0541ea49704,2022-09-27T16:44:04Z
0x84997fafc913f1613f51bb0e2b5854222900514b,0xbe4fe13a73675c49a17f3524602634913c668b4c,0,,,,Curve.fi Pool: 3Crv ,0x84997fafc913f1613f51bb0e2b5854222900514b0xbe4fe13a73675c49a17f3524602634913c668b4c,2022-11-29T04:26:37Z
0xfe2a2b08b37ea3834cd9331d7f67e443afb50101,0xbd2f0cd039e0bfcf88901c98c0bfac5ab27566e3,0,DSD,18,Dynamic Set Dollar,Curve.fi Pool: DSD-3Crv ,0xfe2a2b08b37ea3834cd9331d7f67e443afb501010xbd2f0cd039e0bfcf88901c98c0bfac5ab27566e3,2022-09-27T16:44:04Z
0xf38a67da7a3a12aa12a9981ae6a79c0fdddd71ab,0xbce0cf87f513102f22232436cca2ca49e815c3ac,0,pxCVX,18,Pirex CVX,Curve.fi Pool: pxCVX-CVX ,0xf38a67da7a3a12aa12a9981ae6a79c0fdddd71ab0xbce0cf87f513102f22232436cca2ca49e815c3ac,2022-09-27T16:44:04Z
0xf3456e8061461e144b3f252e69dcd5b6070fdee0,0xbce0cf87f513102f22232436cca2ca49e815c3ac,1,pxCVX,18,Pirex CVX,Curve.fi Pool: CVX-pxCVX ,0xf3456e8061461e144b3f252e69dcd5b6070fdee00xbce0cf87f513102f22232436cca2ca49e815c3ac,2022-09-27T16:44:04Z
0xdebf20617708857ebe4f679508e7b7863a8a8eee,0xbcca60bb61934080951369a648fb03df4f96263c,1,aUSDC,6,Aave interest bearing USDC,Curve.fi Pool: aDAI-aUSDC-aUSDT ,0xdebf20617708857ebe4f679508e7b7863a8a8eee0xbcca60bb61934080951369a648fb03df4f96263c,2022-08-28T17:55:48Z
0x6a274de3e2462c7614702474d64d376729831dca,0xbcca60bb61934080951369a648fb03df4f96263c,0,aUSDC,6,Aave interest bearing USDC,Curve.fi Pool: aUSDC-aDAI ,0x6a274de3e2462c7614702474d64d376729831dca0xbcca60bb61934080951369a648fb03df4f96263c,2022-09-27T16:44:04Z
0x9b762e245ad0c4868be1fef9e168bca39011d5ec,0xbcca60bb61934080951369a648fb03df4f96263c,1,aUSDC,6,Aave interest bearing USDC,Curve.fi Pool: aDAI-aUSDC-aUSDT ,0x9b762e245ad0c4868be1fef9e168bca39011d5ec0xbcca60bb61934080951369a648fb03df4f96263c,2022-08-28T16:56:40Z
0xdadfd00a2bbeb1abc4936b1644a3033e1b653228,0xbcb8b7fc9197feda75c101fa69d3211b5a30dcd9,0,xFraxTempleLP,18,Stax Frax/Temple LP Token,Curve.fi Pool: xFraxTempleLP-UNI-V2 ,0xdadfd00a2bbeb1abc4936b1644a3033e1b6532280xbcb8b7fc9197feda75c101fa69d3211b5a30dcd9,2022-09-27T16:44:04Z
0xb30da2376f63de30b42dc055c93fa474f31330a5,0xbc6da0fe9ad5f3b0d58160288917aa56653660e9,0,alUSD,18,Alchemix USD,Curve.fi Pool: alUSD-crvFRAX ,0xb30da2376f63de30b42dc055c93fa474f31330a50xbc6da0fe9ad5f3b0d58160288917aa56653660e9,2022-09-27T16:44:04Z
0x6b234f354eda8fae082be20dcf790fd886b42340,0xbc6da0fe9ad5f3b0d58160288917aa56653660e9,0,alUSD,18,Alchemix USD,Curve.fi Pool: alUSD-BNT ,0x6b234f354eda8fae082be20dcf790fd886b423400xbc6da0fe9ad5f3b0d58160288917aa56653660e9,2022-09-27T16:44:04Z
0x43b4fdfd4ff969587185cdb6f0bd875c5fc83f8c,0xbc6da0fe9ad5f3b0d58160288917aa56653660e9,0,alUSD,18,Alchemix USD,Curve.fi Pool: alUSD-3Crv ,0x43b4fdfd4ff969587185cdb6f0bd875c5fc83f8c0xbc6da0fe9ad5f3b0d58160288917aa56653660e9,2022-09-27T16:44:04Z
0x2ed1d3e7771d64feed7ae8f25b4032c8dd2d0b99,0xbc6da0fe9ad5f3b0d58160288917aa56653660e9,0,alUSD,18,Alchemix USD,Curve.fi Pool: alUSD-crvFRAX ,0x2ed1d3e7771d64feed7ae8f25b4032c8dd2d0b990xbc6da0fe9ad5f3b0d58160288917aa56653660e9,2022-09-27T16:44:04Z
0xf178c0b5bb7e7abf4e12a4838c7b7c5ba2c623c0,0xbbc455cb4f1b9e4bfc4b73970d360c8f032efee6,1,sLINK,18,Synth sLINK,Curve.fi Pool: LINK-sLINK ,0xf178c0b5bb7e7abf4e12a4838c7b7c5ba2c623c00xbbc455cb4f1b9e4bfc4b73970d360c8f032efee6,2022-08-28T17:02:54Z
0x74ed5d42203806c8cdcf2f04ca5f60dc777b901c,0xb9d7dddca9a4ac480991865efef82e01273f79c3,0,bLUSD,18,bLUSD,Curve.fi Pool: bLUSD-LUSD3CRV-f ,0x74ed5d42203806c8cdcf2f04ca5f60dc777b901c0xb9d7dddca9a4ac480991865efef82e01273f79c3,2022-10-04T12:20:28Z
0x5c6a6cf9ae657a73b98454d17986af41fc7b44ee,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,0,bHOME,6,bHome,Curve.fi Pool: bHOME-3Crv ,0x5c6a6cf9ae657a73b98454d17986af41fc7b44ee0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,2022-09-27T16:44:04Z
